33.754034,-84.497488
26.173608,-98.297482
37.432281,-77.462950
40.739671,-111.850278
26.877312,-80.069156
28.031325,-81.918688
39.055824,-95.689019
38.979263,-76.929476
33.932844,-83.907504
35.070475,-80.757408
45.783286,-108.500690
42.963711,-85.686927
28.171626,-80.600572
42.048097,-72.766302
33.760000,-84.390000
33.548080,-83.957909
37.900845,-122.060257
31.756754,-95.717832
41.409576,-82.332272
26.186251,-80.187850
40.962547,-85.373308
40.529470,-81.460283
33.638599,-112.225144
42.978974,-83.766537
43.759847,-79.289241
32.802955,-96.769923
34.199579,-119.156820
34.357078,-77.700307
40.718844,-73.795584
37.701506,-84.048299
35.667820,-101.397388
33.715576,-118.006566
29.984034,-95.691715
40.583768,-105.075250
34.564711,-118.100920
38.797301,-90.504551
-22.956676,-46.533486
-16.490224,-68.114150
-33.934480,18.870310
-34.841573,-55.993415
-31.420333,-64.134919
38.764272,-9.279700
-31.393846,-57.963092
34.213530,-119.013460
-30.002688,-51.134587
29.452015,-98.571676
-22.839904,-43.304045
0.537011,101.416620
18.143457,-66.262115
7.082886,-70.755152
-15.577529,-56.071695
55.175292,-118.786568
0.061745,-51.090613
14.213410,121.153829
47.606210,-122.332071
35.824027,-80.253384
-23.074555,-47.201583
-10.219358,-48.338505
29.886926,-97.950837
38.981604,-84.641841
-20.291757,-40.345870
-34.623122,-58.429159
40.975692,-5.659499
-22.813314,-43.055892
52.459603,-2.080954
-33.019275,-71.559597
-31.415980,-64.178402
49.483857,2.173494
49.510252,3.189265
-22.156819,-50.089467
33.393227,-112.045875
4.683547,-74.112049
39.492603,-88.365376
-34.643660,-58.674690
-23.991657,-48.900886
-28.455572,-49.029769
15.312263,120.863389
-1.667923,-78.658748
14.673820,-90.550781
-15.841017,-48.022825
51.641625,-0.736073
-23.540690,-51.454275
-23.461133,-46.540552
41.850199,-88.303459
45.456875,-122.573713
43.765260,11.250290
-23.464717,-51.920133
-26.471167,-49.095034
38.722995,-9.161268
33.296713,-111.923467
37.181777,-3.613051
43.105543,-77.611535
48.116621,-3.416187
-22.863080,-43.785577
-27.387804,-70.316257
40.189056,-74.678649
35.467560,-97.516428
-30.577929,-58.457206
42.368370,-83.352710
52.394900,1.296150
50.207755,9.158774
36.213981,-83.294892
4.804916,-75.751408
38.968609,-0.188883
-20.117098,-44.898273
38.897847,-77.030568
35.625556,-78.328611
35.625556,-78.328611
-23.389236,-46.312317
45.094132,-93.356341
29.978642,-93.975488
-27.570181,-48.636198
-15.836267,-48.121098
44.774875,-117.834385
-22.878627,-43.343736
11.930300,-85.954220
33.465213,-112.275612
45.473099,9.210588
49.139023,2.292024
48.130638,11.494675
-23.498138,-46.449690
37.212416,-3.626156
27.866136,-82.326481
64.853382,-147.800528
41.174032,-73.381061
-30.577929,-58.457206
